replicate,target,group,n_windows,auc,auc_lo,auc_hi,paired_frac,wilcoxon_p,d_in_mean,d_out_mean,k_matched
1,DCLP3/138,outlier,141,0.5015341280619687,0.49428977415622954,0.5090802776520296,0.5035460992907801,0.4325875666485712,0.20685537085465505,0.20665973076160918,167425
1,DCLP3/91,outlier,136,0.5072988754325259,0.49816176470588236,0.5177876297577855,0.5588235294117647,0.03072513816972691,0.12401992033290513,0.12433713904636748,167425
1,DCLP5/89,outlier,54,0.5003429355281207,0.483196159122085,0.5164609053497943,0.5185185185185185,0.2606115276681901,0.18901615920994017,0.1893399813108974,167425
1,Loop/1061,outlier,110,0.4974380165289256,0.4888409090909091,0.5061157024793388,0.509090909090909,0.4934565779460468,0.27963106767697765,0.27955773520198735,167425
1,Loop/1142,outlier,269,0.5181935020245713,0.5161475103992482,0.5228507068724866,0.862453531598513,6.220718303211368e-34,0.07070360324418234,0.07141350310808221,167425
1,Loop/1183,outlier,58,0.48543400713436385,0.44530321046373367,0.5231866825208086,0.4482758620689655,0.8972208833370318,0.03290113713592291,0.0327576552678285,167425
1,Loop/206,outlier,81,0.5108977290047249,0.4970278920896205,0.5255296448712087,0.5679012345679012,0.01420041271961624,0.12313182215079849,0.12389701466869425,167425
1,Loop/246,outlier,30,0.49444444444444446,0.46444444444444444,0.5211111111111111,0.4666666666666667,0.5960847921669483,0.17203850174943605,0.17204152941703796,167425
1,Loop/26,outlier,246,0.5013880626611145,0.498050102452244,0.5050404025381717,0.4959349593495935,0.4883962514917124,0.16412539151686478,0.16465864536481176,167425
1,Loop/263,outlier,96,0.5151909722222222,0.5066162109375001,0.5266927083333334,0.6458333333333334,2.4542736312856244e-05,0.19940100990546247,0.20143250678665936,167425
1,Loop/329,outlier,123,0.49421640557868995,0.485688082490581,0.5020176482252627,0.4959349593495935,0.881747539791079,0.20096728659984542,0.20073526019487925,167425
1,Loop/395,outlier,64,0.499267578125,0.483642578125,0.51318359375,0.453125,0.5399519110049721,0.24566720589064062,0.24574063706677407,167425
1,Loop/569,outlier,150,0.5037777777777778,0.49773222222222224,0.5105333333333333,0.5733333333333334,0.06207588408433561,0.11982058547437191,0.12018332426746686,167425
1,DCLP3/14,control,141,0.504049092097983,0.4981112620089533,0.5113953020471808,0.5460992907801419,0.038626917092071236,0.11402920591281661,0.11437007441376963,167425
1,DCLP3/13,control,136,0.5001621972318339,0.49243079584775085,0.5079490160034602,0.5073529411764706,0.36735793701159747,0.08084483348819263,0.0809166946393602,167425
1,Flair/62,control,53,0.5147739409042363,0.49911000355998575,0.5372107511569953,0.6037735849056604,0.010185712122622918,0.12344684255010677,0.12387488262270982,167425
1,DCLP3/105,control,109,0.5005470919956233,0.49355693965154446,0.5085451561316388,0.5596330275229358,0.27020007510234145,0.13562288189973307,0.13572675960326414,167425
1,Loop/185,control,272,0.4929444204152249,0.48721142409169554,0.49758089586937715,0.4485294117647059,0.9752639370079859,0.07857137627433985,0.07834698424866314,167425
1,Loop/1169,control,58,0.509512485136742,0.501486325802616,0.5246730083234245,0.6551724137931034,0.007938268952296802,0.17615855343896766,0.17702701970421034,167425
1,Loop/160,control,81,0.4973327236701722,0.48849260783417164,0.5043438500228624,0.41975308641975306,0.9891416598592978,0.17190415366196338,0.17152348749431562,167425
1,Flair/61,control,31,0.5130072840790842,0.4838709677419355,0.5442507804370446,0.5483870967741935,0.21068855002522469,0.11271545363049354,0.11310456092319181,167425
1,Loop/1137,control,244,0.48775530771298037,0.48261514041924214,0.49109824307981725,0.30327868852459017,0.9999999998422971,0.11200635868017791,0.11151960925733456,167425
1,Flair/55,control,96,0.4989149305555556,0.4868679470486111,0.5108506944444444,0.5104166666666666,0.3108890249686266,0.0982375549307714,0.09826704331984122,167425
1,DCLP3/157,control,122,0.5116904058048911,0.5046358505778017,0.5228466809997313,0.6639344262295082,0.00011524093728193303,0.1545208362160159,0.1552346383572602,167425
1,DCLP5/86,control,63,0.48853615520282184,0.4696334089191232,0.5026518014613253,0.3968253968253968,0.9860111675671399,0.10808855519881325,0.10776710368338085,167425
1,Loop/503,control,149,0.49975226341155804,0.4935363271924688,0.5057429845502455,0.5167785234899329,0.4438620291102427,0.15053442210559076,0.15048703961324372,167425
1,DCLP5/37,control,133,0.5040985923455255,0.4957318107298321,0.512521906269433,0.49624060150375937,0.2725084202427382,0.10565045067018136,0.10578110399550962,167425
1,Loop/173,control,192,0.5109049479166666,0.5048272026909723,0.5179314507378472,0.625,1.4892707674433196e-05,0.11360413616057485,0.11415461058883618,167425
1,DCLP5/50,control,176,0.4978693181818182,0.4899906379132231,0.5048101756198347,0.4431818181818182,0.9217223112665148,0.10616209785538641,0.10601375700736587,167425
1,Flair/116,control,66,0.5032139577594124,0.4901285583103765,0.5169880624426079,0.48484848484848486,0.4961773449460517,0.11337833603223164,0.11345174603841522,167425
1,DCLP3/67,control,91,0.49909431228112544,0.4889506098297307,0.5086342229199372,0.4945054945054945,0.4984210281112545,0.13438883071744834,0.13440219255594107,167425
