replicate,target,group,n_windows,auc,auc_lo,auc_hi,paired_frac,wilcoxon_p,d_in_mean,d_out_mean,k_matched
1,DCLP3/138,outlier,141,0.4960515064634576,0.4814131582918364,0.5095329711785122,0.48936170212765956,0.7968517039486316,0.09349727662319833,0.09337595419575137,167425
1,DCLP3/91,outlier,136,0.5145977508650519,0.5040535791522491,0.5267625432525952,0.5661764705882353,0.02939294842890086,0.1286599764819531,0.1294879507383003,167425
1,DCLP5/89,outlier,54,0.5082304526748971,0.49142661179698216,0.5288151577503428,0.5555555555555556,0.3194430161105791,0.13638328995417665,0.13648809699548614,167425
1,Loop/1061,outlier,110,0.5000826446280991,0.49,0.5092582644628099,0.4636363636363636,0.6178051529108382,0.1084956627000462,0.10840479880571366,167425
1,Loop/1142,outlier,269,0.6357568303367837,0.6152200425643648,0.6575121612470806,0.8401486988847584,1.1953279597153805e-31,0.03143914683711573,0.03304401798983932,167425
1,Loop/1183,outlier,58,0.509512485136742,0.47531956004756243,0.5413198573127229,0.4482758620689655,0.566102709899734,0.035787861248285605,0.03583287036624448,167425
1,Loop/206,outlier,81,0.5160798658741046,0.5046448712086572,0.5317825026672762,0.6790123456790124,0.0002766563476881566,0.16210890124425476,0.1640305158532696,167425
1,Loop/246,outlier,30,0.47888888888888886,0.4311111111111111,0.5155555555555555,0.3,0.8200610363855958,0.12325166687369346,0.12257184907793998,167425
1,Loop/26,outlier,246,0.5015863573269879,0.4955710060149382,0.5076178200806398,0.516260162601626,0.21426604449055087,0.09785189606794496,0.09796502847012466,167425
1,Loop/263,outlier,96,0.50390625,0.4887152777777778,0.5180148654513889,0.5104166666666666,0.09980506742919198,0.12127688814265032,0.12220066677158077,167425
1,Loop/329,outlier,123,0.49930596866944277,0.487606583382907,0.5115357921871901,0.5203252032520326,0.47082477995016164,0.13411328547853765,0.1342372590812241,167425
1,Loop/395,outlier,64,0.498291015625,0.480950927734375,0.518798828125,0.609375,0.2169785896970079,0.06249936594394967,0.06269308232003823,167425
1,Loop/569,outlier,150,0.5079555555555556,0.4970211111111111,0.5194677777777778,0.56,0.01377472093263434,0.11032156951725483,0.11130462348461151,167425
1,DCLP3/14,control,141,0.49368744026960415,0.4851365625471556,0.5015869423067251,0.44680851063829785,0.8656819414131176,0.07910916959563045,0.07884741482054088,167425
1,DCLP3/13,control,136,0.4919982698961938,0.481401384083045,0.5007582720588235,0.4264705882352941,0.9925542443612343,0.07550093652132679,0.0749923324705485,167425
1,Flair/62,control,53,0.5005339978640085,0.4788180847276611,0.5204699181203275,0.49056603773584906,0.3178844186161478,0.09920678976571785,0.09945019601650958,167425
1,DCLP3/105,control,109,0.5018937799848497,0.4901102600791179,0.5140981398872149,0.4954128440366973,0.4752907284726764,0.0878562666134003,0.08790912441567543,167425
1,Loop/185,control,272,0.4970128676470588,0.4900779222534602,0.5033520761245674,0.45588235294117646,0.8957240460230457,0.06152735761476352,0.061356856035726035,167425
1,Loop/1169,control,58,0.5121878715814506,0.495243757431629,0.5309155766944114,0.5517241379310345,0.11430732957205708,0.09816656891128113,0.09887860201556108,167425
1,Loop/160,control,81,0.5009907026367931,0.4897081237616217,0.513035360463344,0.5061728395061729,0.43919159253184037,0.08949899420510103,0.08941014350196462,167425
1,Flair/61,control,31,0.4890738813735692,0.4547346514047867,0.518236212278876,0.41935483870967744,0.8879565391689539,0.0976357395129819,0.09651213836285376,167425
1,Loop/1137,control,244,0.5005374899220639,0.49351610790110184,0.5077276773716742,0.4918032786885246,0.68960368689128,0.0718839323819905,0.07188937132109384,167425
1,Flair/55,control,96,0.4982638888888889,0.4870876736111111,0.5092230902777778,0.46875,0.7339774362262663,0.08724585082381964,0.08697388899357368,167425
1,DCLP3/157,control,122,0.49905939263638804,0.4852845337274926,0.5125638269282451,0.45901639344262296,0.7950262402140105,0.07743902211306525,0.07738747615672525,167425
1,DCLP5/86,control,63,0.5006298815822625,0.4797115142353237,0.5200302343159486,0.47619047619047616,0.4591038855878869,0.0930241910474641,0.09311361066878789,167425
1,Loop/503,control,149,0.5044817800999954,0.4925881717039773,0.5171850367100581,0.5436241610738255,0.15419307709314922,0.0751986522102516,0.07526356116837303,167425
1,DCLP5/37,control,133,0.48968285375091863,0.4798462321216575,0.49839165583130757,0.45112781954887216,0.9647740933553858,0.1051204594734468,0.10452679782769733,167425
1,Loop/173,control,192,0.507568359375,0.4999728732638889,0.5158426920572916,0.5677083333333334,0.03736624554940935,0.10117699188413098,0.10178271572416027,167425
1,DCLP5/50,control,176,0.4981921487603306,0.489895402892562,0.5058432334710744,0.4659090909090909,0.6037106047418613,0.10281248185360296,0.10276714502833784,167425
1,Flair/116,control,66,0.5057392102846648,0.49104683195592286,0.5231864095500459,0.5606060606060606,0.26460055375458724,0.08469333245672962,0.0851408676667647,167425
1,DCLP3/67,control,91,0.48822605965463106,0.4718029223523729,0.5017509962564908,0.4065934065934066,0.9659688875516351,0.1062946760064953,0.10569465037558105,167425
