replicate,target,group,n_windows,auc,auc_lo,auc_hi,paired_frac,wilcoxon_p,d_in_mean,d_out_mean,k_matched
1,1142,outlier,363,0.6215991621701614,0.6088343047302476,0.636926553286433,0.8760330578512396,1.3494697530618893e-50,0.031174780549507168,0.03279559459978555,176445
1,1145,outlier,79,0.4989585002403461,0.48581557442717516,0.5113002723922448,0.5063291139240507,0.3090724957947585,0.12019581658930718,0.12036364450107646,176445
1,1163,outlier,31,0.4994797086368366,0.4724245577523413,0.5296566077003122,0.5161290322580645,0.3749205060303211,0.04705595928094079,0.04720110698573051,176445
1,1183,outlier,60,0.53,0.49554861111111115,0.5691736111111111,0.5333333333333333,0.07146605243948156,0.03460840138917168,0.03486948637291789,176445
1,186,outlier,84,0.5077947845804989,0.4927721088435374,0.5229591836734694,0.5357142857142857,0.02460534244333183,0.14098005653137252,0.1425335102138065,176445
1,263,outlier,273,0.505829945390385,0.5014957264957265,0.5111453259804908,0.608058608058608,3.447994029787771e-05,0.11304369788521375,0.11382010390797814,176445
1,329,outlier,123,0.5082292286337498,0.5016838522043757,0.5172202392755635,0.6585365853658537,0.0016518676818058704,0.13343023738967694,0.13441335712748814,176445
1,342,outlier,153,0.5098893587936264,0.49955038660344314,0.5219787261309753,0.6339869281045751,0.003387897362978732,0.0435117795649502,0.043782123772342224,176445
1,481,outlier,110,0.5035537190082645,0.49520454545454545,0.5130599173553718,0.5636363636363636,0.158519208985144,0.14567065625028178,0.14592045443979176,176445
1,569,outlier,223,0.5176054213839008,0.5096015403486899,0.5268756661103179,0.6098654708520179,2.4548448557591116e-07,0.11764950238402114,0.12008734065788744,176445
1,602,outlier,68,0.5060553633217993,0.4941554930795848,0.5209775086505191,0.5735294117647058,0.2645546017257537,0.12573881074786186,0.1260364015093621,176445
1,633,outlier,185,0.5026150474799124,0.4973243243243243,0.508663257852447,0.5567567567567567,0.08232019234532267,0.15389709972046517,0.15419973662576159,176445
1,727,outlier,311,0.49769956886301836,0.4941840448299749,0.5009873760610416,0.4533762057877814,0.9841675109605666,0.07313055147407906,0.07299727756062888,176445
1,755,outlier,219,0.5160859865307229,0.510893747002773,0.5232590021058777,0.680365296803653,2.8437377012064306e-09,0.04887487991929871,0.04934408087028216,176445
1,763,outlier,174,0.4969612894702074,0.4901572202404545,0.5033359756903157,0.4885057471264368,0.689229527786442,0.13669922785169777,0.13654693682817207,176445
1,764,outlier,62,0.5052029136316337,0.49375650364203955,0.518990634755463,0.5483870967741935,0.19910167827274194,0.13991759969822823,0.14022771124878236,176445
1,805,outlier,135,0.49997256515775035,0.4894924554183813,0.5097407407407407,0.4962962962962963,0.4268160198175105,0.05169431310560968,0.051685507540349604,176445
1,806,outlier,149,0.5068690599522544,0.4992556641592721,0.5152481870186028,0.5302013422818792,0.07502915055416713,0.05750816512927913,0.05769396213277074,176445
1,936,outlier,206,0.529196908285418,0.5215365491563767,0.5393304034310491,0.7864077669902912,9.46978347664014e-16,0.04576749039036267,0.0466048761352318,176445
1,973,outlier,67,0.5165961238583203,0.5025618177767877,0.5361995990198263,0.6268656716417911,0.010937856307931124,0.13915196639388355,0.14033656634056746,176445
1,80,control,363,0.5057942308130137,0.5027358483406568,0.5091569337249278,0.5785123966942148,0.0001369218321713187,0.09624705875174401,0.09670986963779801,176445
1,1177,control,78,0.4995069033530572,0.48652202498356345,0.5110124917817226,0.5128205128205128,0.2105854534679189,0.08905407208471726,0.08931343964277169,176445
1,792,control,30,0.4911111111111111,0.4577777777777778,0.5144444444444445,0.36666666666666664,0.9045352395623922,0.12933953354756036,0.12870269939303397,176445
1,1209,control,61,0.5157215802203708,0.5052338081160979,0.5326525127653856,0.6885245901639344,0.00023754616201071023,0.08258499614283686,0.0833761669451096,176445
1,788,control,84,0.5045351473922902,0.4951814058956916,0.5147427721088434,0.5595238095238095,0.10506693934916123,0.07250835999314274,0.07282950742436307,176445
1,668,control,276,0.5051853602184415,0.49973580917874394,0.5108695652173914,0.5398550724637681,0.06611410726896493,0.06151334720029347,0.06173426093722599,176445
1,1031,control,124,0.5009105098855359,0.493494732049948,0.509105098855359,0.5645161290322581,0.1880095226574296,0.08380416215908143,0.08394650676317754,176445
1,274,control,154,0.49987350312025636,0.4927053466014505,0.507675198178445,0.538961038961039,0.34940564305663546,0.08277333334281847,0.08282427039819878,176445
1,253,control,110,0.5013223140495868,0.49123760330578514,0.5120702479338842,0.5909090909090909,0.13784964261934085,0.08118505271320993,0.08127999156713486,176445
